id,name,url,region_id,role_id,subrole_id,salary_from,salary_to,salary_currency,salary_gross,salary_mode_id,salary_frequency_id,schedule_id
127778672,Стажер в отдел продаж,https://api.hh.ru/vacancies/127778672?host=hh.ru,1255,21,70,60000.0,,RUR,True,MONTH,TWICE_PER_MONTH,fullDay
128029513,Менеджер по работе с клиентами,https://api.hh.ru/vacancies/128029513?host=hh.ru,1255,21,70,60000.0,80000.0,RUR,False,MONTH,TWICE_PER_MONTH,flexible
127435332,Менеджер отдела продаж b2b,https://api.hh.ru/vacancies/127435332?host=hh.ru,1255,21,70,130000.0,,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
128112838,Менеджер по продажам в мебельный салон Мира-Мебель,https://api.hh.ru/vacancies/128112838?host=hh.ru,1255,21,70,50000.0,90000.0,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
127851971,Менеджер по работе с федеральными торговыми сетями (СТМ),https://api.hh.ru/vacancies/127851971?host=hh.ru,1255,21,70,110000.0,130098.0,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
128165112,Менеджер по продажам в Арт-школу,https://api.hh.ru/vacancies/128165112?host=hh.ru,1255,21,70,50000.0,,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
111541632,Менеджер по продажам,https://api.hh.ru/vacancies/111541632?host=hh.ru,1255,21,70,50000.0,,RUR,False,MONTH,,fullDay
126976175,Специалист по работе с клиентами (без продаж),https://api.hh.ru/vacancies/126976175?host=hh.ru,1255,21,70,60000.0,,RUR,True,MONTH,,fullDay
124195630,Менеджер по продажам,https://api.hh.ru/vacancies/124195630?host=hh.ru,1255,21,70,50000.0,100000.0,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
126357218,Менеджер по лизингу,https://api.hh.ru/vacancies/126357218?host=hh.ru,1255,21,70,150000.0,,RUR,True,MONTH,TWICE_PER_MONTH,fullDay
127435860,Менеджер по продажам (Специализированный застройщик),https://api.hh.ru/vacancies/127435860?host=hh.ru,1255,21,70,60000.0,,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
127458137,"Менеджер продаж (Полиграфия, печать на сувенирах)",https://api.hh.ru/vacancies/127458137?host=hh.ru,1255,21,70,35000.0,45000.0,RUR,True,MONTH,TWICE_PER_MONTH,fullDay
125637747,Менеджер по работе с клиентами,https://api.hh.ru/vacancies/125637747?host=hh.ru,1255,21,70,60000.0,,RUR,False,MONTH,TWICE_PER_MONTH,remote
127933309,"Менеджер оптовых продаж (строительные материалы), г. Томск",https://api.hh.ru/vacancies/127933309?host=hh.ru,1255,21,70,90000.0,,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
127975502,Администратор на стойку,https://api.hh.ru/vacancies/127975502?host=hh.ru,1255,21,70,48000.0,,RUR,False,MONTH,TWICE_PER_MONTH,shift
127669700,Региональный менеджер по продажам КРС (Дивизион Сибирь),https://api.hh.ru/vacancies/127669700?host=hh.ru,1255,21,70,250000.0,,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
128486248,Менеджер по продажам в школу английского языка,https://api.hh.ru/vacancies/128486248?host=hh.ru,1255,21,70,40000.0,70000.0,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
126471975,Сотрудник в офис банк (Лазо 10),https://api.hh.ru/vacancies/126471975?host=hh.ru,1255,21,70,65000.0,,RUR,False,MONTH,TWICE_PER_MONTH,fullDay
